episode_index,global_step,episode_reward,episode_length,epsilon,crashed,mean_speed
350,4292,12.309496,15,0.949044,1,26.448966
351,4322,21.713471,30,0.948688,1,22.39115
352,4352,21.527208,30,0.948332,0,21.701018
353,4377,19.449082,25,0.948035,1,24.403706
354,4385,6.591189,8,0.94794,1,27.720331
355,4415,22.647313,30,0.947584,0,22.838171
356,4431,11.386973,16,0.947394,1,22.847587
357,4447,10.987313,16,0.947204,1,21.629567
358,4450,1.597429,3,0.947168,1,23.441975
359,4468,12.495928,18,0.946954,1,22.318124
360,4493,16.658439,25,0.946658,1,20.287162
361,4509,12.122594,16,0.946468,1,24.623467
362,4539,24.546508,30,0.946111,1,25.264688
363,4552,10.997324,13,0.945957,1,26.802885
364,4555,1.363636,3,0.945921,1,19.897774
365,4558,1.784043,3,0.945886,1,25.577705
366,4575,11.828116,17,0.945684,1,21.997398
367,4578,1.600037,3,0.945648,1,22.175244
368,4583,3.198272,5,0.945589,1,22.959544
369,4602,13.217444,19,0.945363,1,21.499195
370,4613,8.569475,11,0.945233,1,25.458408
371,4627,11.757674,14,0.945066,1,26.635824
372,4630,1.597429,3,0.945031,1,20.474677
373,4637,4.852839,7,0.944948,1,24.771713
374,4644,4.875699,7,0.944864,1,23.467639
375,4670,20.17539,26,0.944556,1,24.06765
376,4679,7.95374,9,0.944449,1,27.911591
377,4685,3.494455,6,0.944377,1,19.730945
378,4693,6.157847,8,0.944283,1,25.934676
379,4723,22.354169,30,0.943926,0,22.299011
380,4727,2.596465,4,0.943879,1,24.743
381,4740,10.999176,13,0.943724,1,26.734008
382,4742,1.124008,2,0.943701,1,27.558956
383,4772,23.340396,30,0.943344,0,23.533349
384,4775,1.764923,3,0.943309,1,24.593588
385,4780,3.197879,5,0.943249,1,22.508059
386,4787,4.458485,7,0.943166,1,22.619601
387,4799,9.282647,12,0.943024,1,25.316684
388,4807,6.553519,8,0.942929,1,27.350039
389,4837,24.052042,30,0.942573,0,24.360983
390,4858,16.171591,21,0.942323,1,24.051611
391,4864,4.201323,6,0.942252,1,23.907195
392,4868,2.564214,4,0.942204,1,25.051643
393,4886,12.468477,18,0.941991,1,21.96637
394,4893,5.654576,7,0.941908,1,27.623081
395,4910,12.729403,17,0.941706,1,23.370076
396,4919,8.197649,9,0.941599,1,29.663272
397,4949,24.656907,30,0.941242,0,25.0
398,4979,21.816917,30,0.940886,0,22.166668
399,4985,3.76481,6,0.940815,1,21.012223
400,5000,10.220377,15,0.940637,1,21.847076
401,5014,9.587876,14,0.940471,1,22.512212
402,5020,3.882283,6,0.940399,1,21.854087
403,5027,4.288702,7,0.940316,1,20.255392
404,5045,12.659376,18,0.940103,1,22.088205
405,5065,15.613465,20,0.939865,1,24.448555
406,5081,10.973797,16,0.939675,1,21.77716
407,5084,1.482955,3,0.939639,1,20.402871
408,5092,6.157478,8,0.939544,1,25.376554
409,5122,22.582293,30,0.939188,0,22.495138
410,5132,7.96324,10,0.939069,1,25.527623
411,5134,1.050855,2,0.939046,1,26.68382
412,5164,22.121565,30,0.938689,0,22.201017
413,5171,5.955334,7,0.938606,1,28.602402
414,5174,1.597429,3,0.938571,1,20.307997
415,5176,1.196243,2,0.938547,1,28.496122
416,5201,20.684677,25,0.93825,1,25.699131
417,5210,5.895769,9,0.938143,1,21.234891
418,5236,21.888618,26,0.937834,1,26.122141
419,5249,8.298918,13,0.93768,1,19.697137
420,5252,1.764923,3,0.937644,1,24.593588
421,5263,8.521847,11,0.937514,1,25.91867
422,5267,2.563432,4,0.937466,1,22.835446
423,5276,7.792282,9,0.937359,1,27.181
424,5281,3.957198,5,0.9373,1,27.018487
425,5285,3.195822,4,0.937253,1,29.242529
426,5290,3.20231,5,0.937193,1,23.794173
427,5320,20.324068,30,0.936837,1,20.556738
428,5326,3.722628,6,0.936766,1,21.565771
429,5356,20.688338,30,0.936409,0,20.367685
430,5363,4.818402,7,0.936326,1,22.896513
431,5365,1.276554,2,0.936303,1,29.499772
432,5376,9.953738,11,0.936172,1,28.547073
433,5401,17.785414,25,0.935875,1,22.27896
434,5411,7.449035,10,0.935756,1,24.652897
435,5417,4.789099,6,0.935685,1,26.45304
436,5431,10.741105,14,0.935519,1,24.3056
437,5442,7.605957,11,0.935388,1,22.356688
438,5453,9.207299,11,0.935257,1,26.379702
439,5462,7.359517,9,0.935151,1,26.444707
440,5468,4.361383,6,0.935079,1,25.632831
441,5475,5.193252,7,0.934996,1,24.783567
442,5487,10.195724,12,0.934854,1,26.883477
443,5511,17.348301,24,0.934569,1,22.633359
444,5527,12.207561,16,0.934379,1,24.06829
445,5547,13.151173,20,0.934141,1,20.056136
446,5574,21.460642,27,0.933821,1,24.303864
447,5592,12.806551,18,0.933607,1,22.362764
448,5621,21.151575,29,0.933262,1,22.31304
449,5639,12.261428,18,0.933049,1,21.473646
450,5646,5.359373,7,0.932966,1,25.572679
451,5659,8.611484,13,0.932811,1,21.459297
452,5673,9.96057,14,0.932645,1,23.340374
453,5703,21.224196,30,0.932289,0,21.138357
454,5725,14.919551,22,0.932028,1,21.080918
455,5731,4.955332,6,0.931956,1,27.013028
456,5740,6.607926,9,0.931849,1,24.613979
457,5761,14.235685,21,0.9316,1,21.319257
458,5770,7.517468,9,0.931493,1,27.774448
459,5800,22.632681,30,0.931137,0,22.700989
460,5820,14.180352,20,0.930899,1,21.932328
461,5850,23.580991,30,0.930543,0,24.133347
462,5880,24.218634,30,0.930187,0,24.500171
463,5884,2.794337,4,0.930139,1,24.679122
464,5911,24.744628,27,0.929819,1,28.192737
465,5917,3.853373,6,0.929747,1,21.696944
466,5938,14.471284,21,0.929498,1,21.738415
467,5961,19.723677,23,0.929225,1,26.96101
468,5977,13.605514,16,0.929035,1,26.777344
469,6007,21.482335,30,0.928679,0,21.327639
470,6028,14.275036,21,0.928429,1,21.161701
471,6052,17.107629,24,0.928144,1,22.708511
472,6077,20.777035,25,0.927848,1,26.01332
473,6081,2.757291,4,0.9278,1,24.751814
474,6093,10.384118,12,0.927658,1,27.37387
475,6102,6.586999,9,0.927551,1,25.192568
476,6130,20.889883,28,0.927218,1,23.155776
477,6134,2.957371,4,0.927171,1,25.300356
478,6152,12.513719,18,0.926957,1,21.74119
479,6161,7.955575,9,0.92685,1,28.755592
480,6177,14.54613,16,0.92666,1,28.67502
481,6183,4.361782,6,0.926589,1,24.293233
482,6186,1.958373,3,0.926553,1,23.456451
483,6201,12.402944,15,0.926375,1,26.785156
484,6209,6.647889,8,0.92628,1,27.91618
485,6212,1.795329,3,0.926244,1,24.657334
486,6238,18.753466,26,0.925936,1,22.245923
487,6253,13.951894,15,0.925758,1,28.860103
488,6261,6.392331,8,0.925663,1,26.173146
489,6279,14.417017,18,0.925449,1,25.49756
490,6292,9.488192,13,0.925294,1,23.687766
491,6319,19.793429,27,0.924974,1,22.556202
492,6328,5.571645,9,0.924867,1,19.642153
493,6338,6.568056,10,0.924748,1,21.141125
494,6352,12.192856,14,0.924582,1,27.783533
495,6363,7.741031,11,0.924451,1,23.404069
496,6384,15.215243,21,0.924202,1,22.671538
497,6388,2.60128,4,0.924154,1,24.132126
498,6391,1.767153,3,0.924119,1,23.347427
499,6420,20.006797,29,0.923774,1,21.245611
500,6425,3.955619,5,0.923715,1,27.018487
501,6449,17.182823,24,0.92343,1,22.365206
502,6468,13.304353,19,0.923204,1,22.19654
503,6480,8.892179,12,0.923062,1,24.370743
504,6485,3.790727,5,0.923002,1,25.697237
505,6488,1.764923,3,0.922967,1,23.347427
506,6517,22.536795,29,0.922623,1,24.482931
507,6529,8.407654,12,0.92248,1,22.786214
508,6536,4.090909,7,0.922397,1,18.377625
509,6540,2.566059,4,0.922349,1,23.76057
510,6545,3.593243,5,0.92229,1,25.090501
511,6575,22.121732,30,0.921934,0,22.201018
512,6578,1.982557,3,0.921898,1,27.244751
513,6586,6.366992,8,0.921803,1,26.255468
514,6616,20.571645,30,0.921447,0,20.201018
515,6639,16.312347,23,0.921174,1,22.104086
516,6665,18.590113,26,0.920865,1,21.908745
517,6671,3.8815,6,0.920794,1,21.854087
518,6674,1.960209,3,0.920758,1,24.334
519,6699,19.292577,25,0.920461,1,24.175838
520,6705,3.613913,6,0.92039,1,20.726054
521,6735,27.041195,30,0.920034,0,27.494163
522,6758,19.204936,23,0.919761,1,26.37942
523,6765,6.048315,7,0.919678,1,29.051509
524,6777,9.402757,12,0.919535,1,25.747573
525,6797,13.739898,20,0.919297,1,21.560763
526,6817,14.730381,20,0.91906,1,22.950785
527,6820,1.597429,3,0.919024,1,23.38562
528,6824,2.514187,4,0.918977,1,25.0
529,6837,9.960601,13,0.918822,1,24.806009
530,6843,3.409091,6,0.918751,1,19.367874
531,6859,12.212663,16,0.918561,1,24.380777
532,6870,7.99426,11,0.918431,1,24.707071
533,6877,5.195635,7,0.918347,1,25.998892
534,6907,21.125048,30,0.917991,0,21.034322
535,6937,24.296231,30,0.917635,0,24.666495
536,6940,1.958373,3,0.917599,1,24.334
537,6944,2.599059,4,0.917552,1,23.020371
538,6956,8.017401,12,0.917409,1,21.422148
539,6959,1.598207,3,0.917374,1,23.441975
540,6963,2.279247,4,0.917326,1,20.457445
541,6991,19.966438,28,0.916994,1,22.206408
542,6999,6.752376,8,0.916899,1,26.923581
543,7029,25.044653,30,0.916543,0,25.63818
544,7059,21.739581,30,0.916186,0,22.029313
545,7065,4.163499,6,0.916115,1,24.173713
546,7068,1.997379,3,0.916079,1,27.330748
547,7073,3.56812,5,0.91602,1,25.489926
548,7078,3.20231,5,0.915961,1,24.345292
549,7088,7.090572,10,0.915842,1,23.504085
550,7115,19.115209,27,0.915521,1,21.564083
551,7141,19.146782,26,0.915212,1,22.654517
552,7166,17.894759,25,0.914916,1,22.443638
553,7170,2.955271,4,0.914868,1,26.272804
554,7195,18.744534,25,0.914571,1,23.190594
555,7215,13.868097,20,0.914334,1,21.268439
556,7229,10.404393,14,0.914168,1,24.110021
557,7235,3.726198,6,0.914096,1,22.117407
558,7245,8.760178,10,0.913977,1,28.380025
559,7252,5.957167,7,0.913894,1,27.942249
560,7282,21.885334,30,0.913538,0,22.172537
561,7294,9.993248,12,0.913396,1,27.227873
562,7299,3.514684,5,0.913336,1,25.970797
563,7310,8.476896,11,0.913206,1,25.157681
564,7323,8.618308,13,0.913051,1,21.459294
565,7331,6.955326,8,0.912956,1,28.136586
566,7361,22.083035,30,0.9126,0,22.133489
567,7391,21.844183,30,0.912244,0,21.867685
568,7396,3.052207,5,0.912184,1,21.678848
569,7406,6.569457,10,0.912066,1,20.864665
570,7433,19.625901,27,0.911745,1,22.10294
571,7444,7.367364,11,0.911614,1,21.461212
572,7449,3.455568,5,0.911555,1,25.673528
573,7453,2.759509,4,0.911508,1,24.5005
574,7459,3.997127,6,0.911436,1,23.29962
575,7474,10.893439,15,0.911258,1,23.586464
576,7479,2.963674,5,0.911199,1,21.039443
577,7488,6.992786,9,0.911092,1,25.492797
578,7495,5.786473,7,0.911009,1,28.104927
579,7501,4.79017,6,0.910937,1,26.572556
580,7514,10.002818,13,0.910783,1,24.597521
581,7529,13.361568,15,0.910605,1,28.253169
582,7533,2.162554,4,0.910558,1,19.196997
583,7540,5.358545,7,0.910474,1,26.068202
