episode_seed,reward,episode_length,crashed,mean_speed
4000,22.399340644245154,30,0,22.534351668408473
4001,22.597829215050428,30,0,23.034351668387167
4002,22.244300241478143,30,0,22.367685001638446
4003,21.370653307600335,30,0,21.362817870286204
4004,1.602272727272727,3,1,21.145343677881083
4005,22.1183083534549,30,0,22.36768500174179
4006,21.36830868457805,30,0,21.36768500174181
4007,22.210339678588788,30,0,22.53435166780356
4008,22.00346331488064,30,0,22.20101833507514
4009,21.287537084321535,30,0,21.201018335075144
4010,20.454545454545464,30,0,20.03435166840848
4011,22.23750029383047,30,0,22.367684171223264
4012,21.051136363636374,30,0,20.86768500174181
4013,8.45007416108671,12,1,22.85430882006527
4014,21.80001839737997,30,0,21.701018335075144
4015,21.034530602853618,30,0,21.02948451623862
4016,21.130663716949726,30,0,21.034351668287446
4017,15.065946175228968,21,1,22.628355334762674
4018,21.884127993410793,30,0,22.034351668408476
4019,20.454545454545464,30,0,20.03435166840848
4020,21.8748136096381,30,0,22.034351668408476
4021,20.454545454545464,30,0,20.03435166840848
4022,6.607953699123017,9,1,23.910637421412773
4023,21.04890080676673,30,0,20.86768500174181
4024,21.005556263604117,30,0,20.701018335075148
4025,20.454545454545464,30,0,20.03435166840848
4026,5.607954545454544,8,1,23.803001902149063
4027,21.170454545454554,30,0,21.034351668408476
4028,24.41660799364978,30,0,25.333333333333332
4029,21.168236042153367,30,0,21.034351668408476
