observation_mode,train_seed,num_eval_episodes,mean_reward,reward_std,reward_median,crash_rate,mean_episode_length,mean_speed
kinematics,0,30,19.809860756291943,2.460202189961523,20.454545454545464,0.06666666666666667,28.8,20.586920509152765
kinematics,1,30,14.17110020204229,6.3049955287118635,14.700151960945046,0.7333333333333333,18.733333333333334,24.19305039285478
kinematics,2,30,15.794058082285604,6.900852819422008,19.907367530462267,0.5333333333333333,21.5,23.172193046008104
occupancy_grid,0,30,20.9773094007251,4.982433659211451,22.491489840343135,0.16666666666666666,27.633333333333333,23.031177882518005
occupancy_grid,1,30,20.700641126897214,0.5723103585198445,20.454545454545464,0.0,30.0,20.33989959087283
occupancy_grid,2,30,19.21916700932911,5.611567178797074,21.16934529380396,0.16666666666666666,26.766666666666666,21.78298951388043
